member_id,join_date,tier,city,age,gender,acquisition_channel,preferred_channel,transaction_count,total_spend,avg_basket_value,total_points_earned,total_points_redeemed,last_transaction_date,coupon_redemptions,referral_count,membership_status,preferred_category,app_installed,email_opt_in,sms_opt_in,points_unredeemed,high_value_flag,days_since_last_txn,churn_signal,redemp_rate,liability_flag,engagement_score
UM100275,2024-04-07 00:00:00,Silver,Pune,59,Male,Campaign,Omnichannel,2,25205,12602.5,2520,1695,2026-03-23 00:00:00,8,0,Dormant,Grocery,f,t,t,825,0,99,1,67.26,0,2.78
UM100276,2022-08-12 00:00:00,Gold,Kochi,27,Other,Website,Omnichannel,12,91017,7584.75,9101,7026,2026-01-07 00:00:00,6,2,Dormant,Beauty,t,f,t,2075,0,174,1,77.20,0,4.00
UM100277,2025-05-24 00:00:00,Silver,Chandigarh,41,Other,Store,Online,5,54461,10892.2,5446,4473,2026-06-23 00:00:00,8,4,Active,Sports,t,t,t,973,0,7,0,82.13,0,5.61
UM100278,2023-01-01 00:00:00,Silver,Lucknow,36,Female,Mobile App,Omnichannel,5,54429,10885.8,5442,642,2026-06-21 00:00:00,6,0,Active,Fashion,t,t,f,4800,0,9,0,11.80,0,2.28
UM100279,2025-02-20 00:00:00,Silver,Chennai,67,Male,Campaign,Offline,4,19290,4822.5,1929,1320,2026-06-09 00:00:00,0,5,Dormant,Lifestyle,f,t,t,609,0,21,0,68.43,0,3.56
UM100280,2023-01-26 00:00:00,Gold,Bengaluru,62,Other,Mobile App,Offline,10,64665,6466.5,6466,0,2026-06-09 00:00:00,7,1,Active,Fashion,t,t,t,6466,0,21,0,0.00,1,3.56
UM100281,2025-09-27 00:00:00,Silver,Pune,75,Male,Mobile App,Offline,7,28805,4115,2880,388,2026-06-30 00:00:00,2,2,Churn Risk,Grocery,t,t,f,2492,0,0,0,13.47,0,2.39
UM100282,2023-03-10 00:00:00,Silver,Jaipur,99,Male,QR Scan,Omnichannel,1,59761,59761,5976,3840,2026-06-27 00:00:00,8,1,Active,Lifestyle,t,t,f,2136,1,3,0,64.26,0,3.39
UM100385,2023-07-07 00:00:00,Gold,Bengaluru,29,Other,Referral,Online,17,208874,12286.71,20887,0,2026-06-12 00:00:00,0,3,Active,Fashion,t,t,f,20887,0,18,0,0.00,1,2.94
UM100283,2023-07-13 00:00:00,Silver,Jaipur,55,Other,Mobile App,Online,1,29138,29138,2913,1965,2026-06-16 00:00:00,6,1,Active,Home & Kitchen,f,t,t,948,1,14,0,67.46,0,2.72
UM100284,2023-03-02 00:00:00,Gold,Delhi,52,Female,Website,Offline,11,196761,17887.36,19676,7485,2026-06-04 00:00:00,7,0,Active,Electronics,t,t,t,12191,1,26,0,38.04,0,2.94
UM100285,2023-07-28 00:00:00,Silver,Lucknow,56,Female,Campaign,Omnichannel,7,7719,1102.71,771,0,2026-06-28 00:00:00,4,0,Active,Lifestyle,t,t,t,771,0,2,0,0.00,0,1.72
UM100286,2025-03-19 00:00:00,Gold,Chennai,67,Other,Credit Card Partner,Omnichannel,16,147127,9195.44,14712,9676,2025-11-25 00:00:00,4,3,Churn Risk,Sports,t,f,t,5036,0,217,1,65.77,0,4.22
UM100287,2025-08-09 00:00:00,Silver,Delhi,70,Other,Store,Online,5,58686,11737.2,5868,3670,2026-02-19 00:00:00,7,0,Churn Risk,Fashion,t,t,f,2198,0,131,1,62.54,0,2.61
UM100288,2023-01-18 00:00:00,Silver,Ahmedabad,70,Male,Credit Card Partner,Offline,8,7275,909.38,727,261,2025-08-05 00:00:00,8,2,Churn Risk,Sports,t,f,t,466,0,329,1,35.90,0,4.44
UM100289,2024-12-17 00:00:00,Silver,Chennai,31,Male,Campaign,Online,1,42164,42164,4216,2603,2026-03-10 00:00:00,5,5,Dormant,Grocery,f,t,t,1613,1,112,1,61.74,0,5.06
UM100290,2024-12-18 00:00:00,Silver,Hyderabad,48,Female,Website,Omnichannel,3,9847,3282.33,984,269,2025-11-03 00:00:00,5,0,Churn Risk,Lifestyle,f,t,t,715,0,239,1,27.34,0,1.83
UM100291,2024-04-15 00:00:00,Silver,Pune,19,Female,Mobile App,Online,2,40160,20080,4016,2643,2026-06-07 00:00:00,1,2,Active,Lifestyle,t,t,f,1373,1,23,0,65.81,0,1.78
UM100292,2024-05-20 00:00:00,Gold,Kochi,37,Female,Credit Card Partner,Offline,20,192405,9620.25,19240,7827,2026-06-25 00:00:00,9,0,Active,Kids,t,t,t,11413,0,5,0,40.68,0,4.11
UM100293,2025-10-03 00:00:00,Silver,Chandigarh,18,Female,Store,Online,4,46842,11710.5,4684,3245,2026-01-12 00:00:00,1,2,Dormant,Sports,f,t,t,1439,0,169,1,69.28,0,1.89
UM100294,2023-02-10 00:00:00,Silver,Kochi,55,Other,Referral,Online,3,15286,5095.33,1528,0,2026-02-15 00:00:00,10,3,Churn Risk,Kids,f,t,t,1528,0,135,1,0.00,0,5.50
UM100295,2025-10-18 00:00:00,Gold,Kolkata,45,Other,Referral,Omnichannel,14,145479,10391.36,14547,0,2026-06-30 00:00:00,6,1,Active,Sports,f,t,t,14547,0,0,0,0.00,1,3.44
UM100297,2025-08-18 00:00:00,Silver,Kolkata,39,Female,QR Scan,Offline,4,17853,4463.25,1785,1155,2026-03-14 00:00:00,3,5,Dormant,Grocery,t,t,f,630,0,108,1,64.71,0,4.56
UM100298,2025-04-22 00:00:00,Gold,Bengaluru,22,Other,QR Scan,Online,10,136936,13693.6,13693,2660,2026-06-22 00:00:00,3,5,Active,Electronics,t,t,f,11033,0,8,0,19.43,0,4.89
UM100299,2023-07-16 00:00:00,Silver,Kochi,65,Male,QR Scan,Omnichannel,7,40473,5781.86,4047,0,2026-01-17 00:00:00,0,2,Dormant,Grocery,t,t,f,4047,0,164,1,0.00,0,1.72
UM100300,2023-07-22 00:00:00,Gold,Hyderabad,47,Male,Credit Card Partner,Offline,8,104912,13114,10491,8485,2026-06-03 00:00:00,10,3,Active,Fashion,t,t,f,2006,0,27,0,80.88,0,5.78
UM100301,2025-01-09 00:00:00,Silver,Pune,27,Male,Store,Offline,5,23638,4727.6,2363,1645,2026-06-14 00:00:00,8,1,Dormant,Home & Kitchen,f,t,t,718,0,16,0,69.61,0,3.61
UM100302,2025-04-30 00:00:00,Silver,Chennai,26,Male,Store,Online,2,38878,19439,3887,0,2026-03-02 00:00:00,6,1,Dormant,Grocery,f,t,f,3887,1,120,1,0.00,0,2.78
UM100303,2025-12-30 00:00:00,Silver,Kochi,71,Female,Campaign,Omnichannel,2,17730,8865,1773,726,2026-06-09 00:00:00,4,1,Active,Lifestyle,t,t,t,1047,0,21,0,40.95,0,2.11
UM100305,2022-10-21 00:00:00,Gold,Ahmedabad,55,Male,Referral,Online,10,176606,17660.6,17660,0,2026-06-14 00:00:00,10,4,Active,Electronics,t,t,t,17660,1,16,0,0.00,1,6.56
UM100306,2023-06-08 00:00:00,Silver,Delhi,73,Other,Referral,Online,5,52465,10493,5246,4426,2026-06-02 00:00:00,8,2,Active,Home & Kitchen,t,t,f,820,0,28,0,84.37,0,4.28
UM100307,2022-08-05 00:00:00,Silver,Pune,31,Male,QR Scan,Online,4,58501,14625.25,5850,1291,2026-01-15 00:00:00,10,5,Dormant,Home & Kitchen,t,t,t,4559,0,166,1,22.07,0,6.89
UM100308,2024-05-24 00:00:00,Silver,Pune,24,Other,QR Scan,Omnichannel,7,41868,5981.14,4186,1357,2026-06-16 00:00:00,2,3,Active,Fashion,t,t,t,2829,0,14,0,32.42,0,3.06
UM100309,2024-07-07 00:00:00,Gold,Bengaluru,40,Female,Store,Omnichannel,19,160422,8443.26,16042,12112,2026-06-26 00:00:00,3,2,Active,Grocery,f,f,t,3930,0,4,0,75.50,0,3.39
UM100310,2024-04-25 00:00:00,Silver,Bengaluru,42,Male,Campaign,Offline,2,30805,15402.5,3080,1353,2025-12-13 00:00:00,5,0,Churn Risk,Sports,t,t,t,1727,0,199,1,43.93,0,1.78
UM100311,2026-04-21 00:00:00,Silver,Hyderabad,25,Male,Referral,Online,4,15119,3779.75,1511,1351,2026-06-30 00:00:00,8,5,Dormant,Fashion,t,t,t,160,0,0,0,89.41,0,6.22
UM100312,2024-05-19 00:00:00,Silver,Kolkata,33,Female,Credit Card Partner,Offline,1,9602,9602,960,528,2026-06-13 00:00:00,8,4,Active,Home & Kitchen,t,t,t,432,0,17,0,55.00,0,5.39
UM100313,2022-09-12 00:00:00,Silver,Delhi,28,Male,Website,Omnichannel,7,41257,5893.86,4125,2335,2026-06-19 00:00:00,7,0,Active,Home & Kitchen,t,t,t,1790,0,11,0,56.61,0,2.72
UM100314,2025-05-21 00:00:00,Silver,Mumbai,28,Male,Referral,Omnichannel,6,28892,4815.33,2889,1712,2026-06-09 00:00:00,,0,Active,Sports,t,t,t,1177,0,21,0,59.26,0,0.33
UM100315,2024-07-14 00:00:00,Silver,Pune,59,Female,Mobile App,Online,5,42510,8502,4251,1924,2026-02-15 00:00:00,10,0,Dormant,Sports,t,t,f,2327,0,135,1,45.26,0,3.61
UM100316,2026-05-25 00:00:00,Silver,Kolkata,63,Female,Mobile App,Online,3,45567,15189,4556,1513,2026-06-06 00:00:00,0,0,Active,Kids,t,f,f,3043,0,24,0,33.21,0,0.17
UM100317,2023-08-19 00:00:00,Gold,Delhi,59,Other,Mobile App,Omnichannel,18,95348,5297.11,9534,6636,2026-06-06 00:00:00,9,1,Active,Sports,t,t,f,2898,0,24,0,69.60,0,4.67
UM100318,2025-10-17 00:00:00,Gold,Lucknow,54,Male,QR Scan,Online,10,227898,22789.8,22789,9558,2026-04-11 00:00:00,7,3,Dormant,Electronics,f,t,t,13231,1,80,0,41.94,0,4.89
UM100319,2026-03-26 00:00:00,Gold,Lucknow,23,Other,Campaign,Omnichannel,10,186502,18650.2,18650,0,2026-06-30 00:00:00,3,1,Churn Risk,Beauty,t,t,t,18650,1,0,0,0.00,1,2.22
UM100320,2024-04-29 00:00:00,Silver,Pune,35,Female,Credit Card Partner,Offline,2,3472,1736,347,0,2026-01-11 00:00:00,3,3,Dormant,Home & Kitchen,t,t,t,347,0,170,1,0.00,0,3.11
UM100321,2024-09-09 00:00:00,Silver,Hyderabad,47,Female,QR Scan,Online,2,38186,19093,3818,968,2026-06-14 00:00:00,3,1,Active,Home & Kitchen,t,f,t,2850,1,16,0,25.35,0,1.78
UM100322,2024-09-14 00:00:00,Silver,Kochi,50,Female,Store,Omnichannel,7,8224,1174.86,822,459,2026-06-20 00:00:00,5,3,Active,Beauty,t,t,f,363,0,10,0,55.84,0,4.06
UM100323,2023-06-23 00:00:00,Silver,Bengaluru,40,Other,QR Scan,Offline,3,32922,10974,3292,1139,2026-04-29 00:00:00,4,2,Dormant,Sports,t,t,t,2153,0,62,0,34.60,0,2.83
UM100324,2024-08-24 00:00:00,Gold,Hyderabad,54,Other,Mobile App,Omnichannel,18,129338,7185.44,12933,3551,2026-01-29 00:00:00,2,2,Dormant,Fashion,f,t,f,9382,0,152,1,27.46,0,3.00
UM100325,2023-12-20 00:00:00,Silver,Chandigarh,73,Female,Campaign,Online,4,12232,3058,1223,274,2026-06-11 00:00:00,2,0,Active,Electronics,f,f,t,949,0,19,0,22.40,0,0.89
UM100326,2025-05-02 00:00:00,Gold,Jaipur,67,Other,Referral,Offline,16,75985,4749.06,7598,2391,2026-06-03 00:00:00,8,3,Active,Beauty,f,f,t,5207,0,27,0,31.47,0,5.56
UM100328,2023-09-03 00:00:00,Silver,Chennai,25,Male,QR Scan,Offline,3,21668,7222.67,2166,1830,2025-12-02 00:00:00,1,2,Churn Risk,Fashion,t,t,t,336,0,210,1,84.49,0,1.83
UM100329,2024-06-13 00:00:00,Silver,Hyderabad,69,Other,Credit Card Partner,Online,1,28984,28984,2898,1568,2026-06-12 00:00:00,10,3,Active,Lifestyle,t,f,f,1330,1,18,0,54.11,0,5.39
UM100330,2022-09-17 00:00:00,Silver,Hyderabad,61,Female,Campaign,Offline,1,32235,32235,3223,2405,2026-05-22 00:00:00,0,,Churn Risk,Lifestyle,t,f,t,818,1,39,0,74.62,0,0.06
UM100331,2023-12-26 00:00:00,Silver,Chennai,38,Other,Referral,Offline,4,27761,6940.25,2776,366,2026-06-08 00:00:00,5,0,Active,Electronics,t,t,t,2410,0,22,0,13.18,0,1.89
UM100332,2023-05-11 00:00:00,Silver,Chennai,41,Other,Mobile App,Omnichannel,3,49915,16638.33,4991,1723,2026-06-08 00:00:00,6,5,Active,Kids,f,t,t,3268,0,22,0,34.52,0,5.50
UM100333,2024-04-08 00:00:00,Silver,Ahmedabad,53,Female,QR Scan,Offline,2,26908,13454,2690,1820,2026-06-07 00:00:00,9,0,Active,Lifestyle,t,f,t,870,0,23,0,67.66,0,3.11
UM100334,2024-11-13 00:00:00,Silver,Lucknow,33,Male,Referral,Offline,6,36029,6004.83,3602,0,2026-06-05 00:00:00,6,0,Active,Grocery,t,t,f,3602,0,25,0,0.00,0,2.33
UM100335,2026-01-23 00:00:00,Gold,Ahmedabad,26,Female,Store,Offline,20,129047,6452.35,12904,1606,2026-03-30 00:00:00,0,1,Dormant,Beauty,t,f,t,11298,0,92,1,12.45,0,1.78
UM100336,2026-01-08 00:00:00,Gold,Jaipur,52,Other,Campaign,Online,10,116028,11602.8,11602,1928,2026-06-07 00:00:00,9,0,Dormant,Fashion,t,t,f,9674,0,23,0,16.62,0,3.56
UM100337,2024-11-10 00:00:00,Gold,Kochi,35,Other,Credit Card Partner,Omnichannel,10,164581,16458.1,16458,11240,2026-06-14 00:00:00,1,0,Active,Lifestyle,t,t,t,5218,0,16,0,68.30,0,0.89
UM100338,2024-09-09 00:00:00,Silver,Chennai,34,Other,QR Scan,Offline,6,35624,5937.33,3562,1343,2025-11-05 00:00:00,,4,Churn Risk,Electronics,f,t,t,2219,0,237,1,37.70,0,3.00
UM100339,2024-05-24 00:00:00,Gold,Bengaluru,60,Male,Mobile App,Online,17,154648,9096.94,15464,0,2026-04-16 00:00:00,10,5,Dormant,Kids,t,t,f,15464,0,75,0,0.00,1,7.61
UM100340,2024-01-13 00:00:00,Silver,Chandigarh,43,Male,Campaign,Offline,4,47625,11906.25,4762,3172,2026-02-20 00:00:00,8,2,Dormant,Lifestyle,t,t,f,1590,0,130,1,66.61,0,4.22
UM100341,2023-04-15 00:00:00,Silver,Kochi,72,Other,Credit Card Partner,Offline,3,59626,19875.33,5962,3155,2026-05-15 00:00:00,2,0,Dormant,Electronics,f,t,t,2807,1,46,0,52.92,0,0.83
UM100342,2025-07-20 00:00:00,Silver,Jaipur,18,Female,Mobile App,Online,3,16656,5552,1665,713,2026-06-02 00:00:00,7,0,Active,Lifestyle,f,t,t,952,0,28,0,42.82,0,2.50
UM100343,2024-12-30 00:00:00,Silver,Kolkata,36,Male,Store,Online,4,8523,2130.75,852,601,2026-06-17 00:00:00,9,0,Active,Fashion,f,t,t,251,0,13,0,70.54,0,3.22
UM100344,2023-09-12 00:00:00,Gold,Kochi,63,Other,QR Scan,Omnichannel,19,191502,10079.05,19150,8454,2026-06-29 00:00:00,10,2,Active,Kids,f,f,t,10696,0,1,0,44.15,0,5.72
UM100345,2023-08-11 00:00:00,Silver,Delhi,45,Other,Campaign,Online,6,4499,749.83,449,374,2026-06-23 00:00:00,7,3,Active,Sports,f,t,t,75,0,7,0,83.30,0,4.67
UM100346,2022-08-01 00:00:00,Silver,Hyderabad,48,Male,Credit Card Partner,Offline,3,15702,5234,1570,839,2025-11-15 00:00:00,0,1,Churn Risk,Lifestyle,t,t,t,731,0,227,1,53.44,0,0.83
UM100347,2024-02-09 00:00:00,Silver,Kochi,49,Female,Campaign,Offline,2,57690,28845,5769,2524,2026-06-11 00:00:00,10,4,Active,Grocery,t,t,f,3245,1,19,0,43.75,0,6.11
UM100348,2024-07-14 00:00:00,Silver,Hyderabad,71,Male,Referral,Online,1,57199,57199,5719,4584,2026-03-28 00:00:00,9,2,Dormant,Grocery,f,t,t,1135,1,94,1,80.15,0,4.39
UM100349,2023-05-18 00:00:00,Silver,Ahmedabad,56,Male,Store,Omnichannel,7,8419,1202.71,841,0,2026-02-22 00:00:00,9,3,Dormant,Home & Kitchen,t,f,t,841,0,128,1,0.00,0,5.39
UM100350,2026-05-27 00:00:00,Silver,Chandigarh,57,Male,Website,Online,8,25027,3128.38,2502,856,2026-06-30 00:00:00,8,1,Dormant,Kids,f,t,f,1646,0,0,0,34.21,0,3.78
UM100351,2023-11-02 00:00:00,Silver,Kolkata,18,Male,Website,Omnichannel,3,21919,7306.33,2191,0,2026-06-10 00:00:00,0,1,Active,Grocery,f,t,t,2191,0,20,0,0.00,0,0.83
UM100352,2025-02-23 00:00:00,Gold,Kolkata,69,Female,Mobile App,Omnichannel,15,76473,5098.2,7647,3923,2026-04-14 00:00:00,4,2,Churn Risk,Grocery,t,t,t,3724,0,77,0,51.30,0,3.50
UM100353,2026-05-31 00:00:00,Silver,Bengaluru,37,Other,Credit Card Partner,Offline,7,46668,6666.86,4666,757,2026-06-27 00:00:00,9,0,Active,Lifestyle,t,t,f,3909,0,3,0,16.22,0,3.39
UM100354,2025-07-21 00:00:00,Silver,Hyderabad,51,Female,QR Scan,Offline,5,5554,1110.8,555,148,2026-01-20 00:00:00,2,2,Dormant,Kids,f,f,t,407,0,161,1,26.67,0,2.28
UM100355,2023-01-10 00:00:00,Silver,Chennai,30,Female,QR Scan,Offline,3,58330,19443.33,5833,749,2026-05-31 00:00:00,4,2,Dormant,Fashion,f,f,t,5084,1,30,0,12.84,0,2.83
UM100356,2023-12-08 00:00:00,Silver,Bengaluru,23,Other,Campaign,Offline,2,28343,14171.5,2834,0,2026-06-28 00:00:00,2,1,Churn Risk,Lifestyle,f,f,t,2834,0,2,0,0.00,0,1.44
UM100357,2026-03-30 00:00:00,Silver,Mumbai,72,Male,Campaign,Offline,7,17863,2551.86,1786,1107,2026-06-09 00:00:00,4,3,Active,Home & Kitchen,t,t,t,679,0,21,0,61.98,0,3.72
UM100358,2025-05-13 00:00:00,Silver,Chennai,34,Female,Website,Online,8,42796,5349.5,4279,2748,2026-06-18 00:00:00,1,1,Active,Electronics,t,t,t,1531,0,12,0,64.22,0,1.44
UM100359,2024-04-22 00:00:00,Silver,Pune,50,Male,Website,Online,2,49407,24703.5,4940,3197,2026-06-18 00:00:00,7,3,Active,Home & Kitchen,f,f,f,1743,1,12,0,64.72,0,4.44
UM100360,2022-12-07 00:00:00,Silver,Lucknow,52,Female,Website,Offline,3,43960,14653.33,4396,3708,2026-06-04 00:00:00,6,0,Active,Lifestyle,f,t,f,688,0,26,0,84.35,0,2.17
UM100361,2025-11-24 00:00:00,Gold,Kochi,47,Other,Campaign,Online,16,148363,9272.69,14836,10928,2026-01-07 00:00:00,6,0,Dormant,Beauty,t,t,t,3908,0,174,1,73.66,0,2.89
UM100362,2022-09-16 00:00:00,Silver,Kolkata,39,Female,Campaign,Online,6,43467,7244.5,4346,2854,2026-06-18 00:00:00,7,5,Active,Lifestyle,t,t,t,1492,0,12,0,65.67,0,6.00
UM100363,2025-07-11 00:00:00,Gold,Delhi,44,Other,Store,Offline,11,70626,6420.55,7062,3152,2026-06-14 00:00:00,1,1,Active,Beauty,f,t,f,3910,0,16,0,44.63,0,1.61
UM100364,2024-05-22 00:00:00,Platinum,Chennai,38,Male,QR Scan,Omnichannel,50,474415,9488.3,47441,0,2026-06-16 00:00:00,6,5,Active,Home & Kitchen,t,f,t,47441,0,14,0,0.00,1,8.11
UM100365,2025-07-10 00:00:00,Silver,Bengaluru,30,Female,Website,Omnichannel,8,51745,6468.12,5174,3734,2026-06-15 00:00:00,4,4,Dormant,Beauty,t,t,t,1440,0,15,0,72.17,0,4.44
UM100366,2024-08-17 00:00:00,Silver,Lucknow,63,Male,Website,Offline,1,47259,47259,4725,1707,2026-06-13 00:00:00,10,2,Active,Lifestyle,t,f,f,3018,1,17,0,36.13,0,4.72
UM100367,2026-05-12 00:00:00,Silver,Mumbai,68,Other,Referral,Omnichannel,1,47384,47384,4738,1763,2026-06-18 00:00:00,3,3,Active,Grocery,t,f,t,2975,1,12,0,37.21,0,3.06
UM100368,2022-07-09 00:00:00,Platinum,Delhi,36,Other,Campaign,Omnichannel,57,583680,10240,58368,46740,2026-05-10 00:00:00,2,5,Dormant,Beauty,f,t,t,11628,0,51,0,80.08,0,7.17
UM100369,2025-05-02 00:00:00,Silver,Pune,37,Female,QR Scan,Omnichannel,3,49949,16649.67,4994,2911,2026-06-28 00:00:00,6,2,Active,Lifestyle,f,t,f,2083,0,2,0,58.29,0,3.50
UM100370,2024-06-28 00:00:00,Gold,Jaipur,75,Female,Store,Omnichannel,16,136535,8533.44,13653,4616,2026-04-25 00:00:00,10,2,Dormant,Home & Kitchen,t,f,t,9037,0,66,0,33.81,0,5.56
UM100371,2025-10-06 00:00:00,Silver,Pune,37,Female,Referral,Omnichannel,6,35302,5883.67,3530,2721,2025-10-19 00:00:00,0,2,Churn Risk,Kids,f,t,t,809,0,254,1,77.08,0,1.67
UM100372,2024-07-27 00:00:00,Silver,Ahmedabad,30,Other,Referral,Offline,3,41867,13955.67,4186,1432,2026-06-14 00:00:00,2,4,Churn Risk,Lifestyle,t,t,t,2754,0,16,0,34.21,0,3.50
UM100373,2022-11-26 00:00:00,Silver,Chandigarh,25,Female,Mobile App,Omnichannel,4,33206,8301.5,3320,500,2026-06-20 00:00:00,8,1,Active,Fashion,t,t,t,2820,0,10,0,15.06,0,3.56
UM100374,2023-02-24 00:00:00,Silver,Hyderabad,49,Female,Mobile App,Offline,6,33368,5561.33,3336,0,2026-06-26 00:00:00,8,4,Dormant,Fashion,f,t,f,3336,0,4,0,0.00,0,5.67
UM100375,2025-11-09 00:00:00,Silver,Lucknow,52,Male,Website,Omnichannel,6,14481,2413.5,1448,304,2026-06-07 00:00:00,6,3,Active,Lifestyle,t,t,f,1144,0,23,0,20.99,0,4.33
UM100376,2023-09-03 00:00:00,Silver,Hyderabad,51,Other,QR Scan,Omnichannel,3,58309,19436.33,5830,1103,2026-05-20 00:00:00,0,4,Churn Risk,Electronics,t,f,t,4727,1,41,0,18.92,0,2.83
UM100377,2024-12-30 00:00:00,Gold,Chandigarh,65,Male,Mobile App,Offline,20,198267,9913.35,19826,6419,2026-06-25 00:00:00,0,5,Active,Home & Kitchen,t,t,f,13407,0,5,0,32.38,0,4.44
UM100378,2024-01-25 00:00:00,Silver,Kolkata,29,Male,QR Scan,Omnichannel,1,34663,34663,3466,903,2026-06-16 00:00:00,6,1,Active,Kids,t,t,t,2563,1,14,0,26.05,0,2.72
UM100379,2023-03-22 00:00:00,Gold,Pune,39,Male,Website,Offline,20,184378,9218.9,18437,5368,2026-06-29 00:00:00,1,0,Active,Kids,t,t,t,13069,0,1,0,29.12,0,1.44
UM100380,2025-03-26 00:00:00,Gold,Kochi,20,Female,Referral,Offline,10,87549,8754.9,8754,4674,2026-05-20 00:00:00,5,0,Dormant,Beauty,t,t,f,4080,0,41,0,53.39,0,2.22
UM100381,2023-07-02 00:00:00,Silver,Chandigarh,44,Other,Store,Offline,3,44485,14828.33,4448,473,2026-06-07 00:00:00,5,3,Active,Kids,t,t,t,3975,0,23,0,10.63,0,3.83
UM100382,2025-08-04 00:00:00,Silver,Kolkata,49,Female,Mobile App,Omnichannel,7,21496,3070.86,2149,876,2026-03-22 00:00:00,1,2,Dormant,Grocery,t,t,f,1273,0,100,1,40.76,0,2.06
UM100383,2023-10-23 00:00:00,Gold,Chennai,32,Male,QR Scan,Online,20,225435,11271.75,22543,22543,2026-06-28 00:00:00,1,2,Active,Lifestyle,f,f,t,0,0,2,0,100.00,0,2.78
UM100384,2023-12-03 00:00:00,Silver,Mumbai,63,Other,Store,Omnichannel,8,10543,1317.88,1054,0,2026-06-15 00:00:00,3,3,Active,Sports,t,f,t,1054,0,15,0,0.00,0,3.44
UM100386,2025-08-01 00:00:00,Silver,Lucknow,46,Male,Referral,Offline,5,46815,9363,4681,1107,2026-06-09 00:00:00,9,1,Active,Lifestyle,t,t,t,3574,0,21,0,23.65,0,3.94
UM100387,2024-02-26 00:00:00,Silver,Chennai,51,Female,Credit Card Partner,Offline,8,52739,6592.38,5273,2580,2026-06-02 00:00:00,6,2,Active,Electronics,t,f,f,2693,0,28,0,48.93,0,3.78
UM100388,2023-06-19 00:00:00,Silver,Jaipur,29,Male,Website,Offline,4,44205,11051.25,4420,3201,2026-03-13 00:00:00,3,0,Dormant,Home & Kitchen,t,t,t,1219,0,109,1,72.42,0,1.22
UM100389,2024-06-22 00:00:00,Silver,Chennai,73,Other,Store,Omnichannel,1,44855,44855,4485,541,2026-06-23 00:00:00,9,3,Active,Beauty,t,f,f,3944,1,7,0,12.06,0,5.06
UM100390,2026-02-27 00:00:00,Silver,Ahmedabad,69,Other,Credit Card Partner,Omnichannel,5,28059,5611.8,2805,1496,2026-05-12 00:00:00,10,2,Dormant,Home & Kitchen,t,t,t,1309,0,49,0,53.33,0,4.94
UM100391,2025-12-10 00:00:00,Platinum,Delhi,73,Other,Credit Card Partner,Omnichannel,51,478592,9384.16,47859,22421,2026-06-26 00:00:00,8,2,Active,Electronics,t,f,t,25438,0,4,0,46.85,0,6.83
UM100392,2024-05-09 00:00:00,Silver,Hyderabad,19,Other,Website,Offline,8,49644,6205.5,4964,667,2026-06-29 00:00:00,0,4,Active,Grocery,f,t,t,4297,0,1,0,13.44,0,3.11
UM100393,2023-07-30 00:00:00,Gold,Mumbai,28,Female,Campaign,Offline,18,90709,5039.39,9070,3521,2026-06-17 00:00:00,2,2,Active,Kids,t,t,t,5549,0,13,0,38.82,0,3.00
UM100394,2023-06-14 00:00:00,Silver,Mumbai,54,Male,Referral,Online,6,58642,9773.67,5864,4974,2026-01-22 00:00:00,9,0,Dormant,Electronics,f,t,t,890,0,159,1,84.82,0,3.33
UM100395,2025-11-07 00:00:00,Silver,Mumbai,62,Male,Website,Online,3,54174,18058,5417,0,2026-04-22 00:00:00,5,5,Dormant,Electronics,f,t,t,5417,1,69,0,0.00,1,5.17
UM100396,2024-09-17 00:00:00,Silver,Pune,43,Other,QR Scan,Online,6,8637,1439.5,863,447,2026-02-16 00:00:00,8,4,Dormant,Sports,t,t,t,416,0,134,1,51.80,0,5.67
UM100397,2025-12-10 00:00:00,Silver,Chandigarh,53,Other,Store,Offline,4,4569,1142.25,456,321,2026-06-02 00:00:00,3,0,Active,Electronics,f,t,t,135,0,28,0,70.39,0,1.22
UM100398,2025-01-30 00:00:00,Gold,Delhi,72,Other,Referral,Online,9,112103,12455.89,11210,3565,2026-06-15 00:00:00,7,2,Active,Grocery,f,t,f,7645,0,15,0,31.80,0,4.17
UM100399,2023-09-09 00:00:00,Silver,Jaipur,51,Female,Credit Card Partner,Offline,1,59774,59774,5977,5206,2026-01-13 00:00:00,7,4,Dormant,Electronics,t,t,f,771,1,168,1,87.10,0,5.06
UM100474,2024-12-08 00:00:00,Silver,Hyderabad,46,Other,Store,Online,1,15934,15934,1593,0,2026-06-20 00:00:00,8,0,Active,Electronics,t,t,t,1593,0,10,0,0.00,0,2.72
UM100400,2023-03-29 00:00:00,Silver,Pune,32,Female,Credit Card Partner,Online,1,4968,4968,496,0,2026-04-10 00:00:00,10,0,Dormant,Lifestyle,f,f,t,496,0,81,0,0.00,0,3.39
UM100401,2024-09-08 00:00:00,Silver,Lucknow,52,Female,Credit Card Partner,Offline,6,56131,9355.17,5613,4736,2026-06-27 00:00:00,3,1,Active,Beauty,t,t,t,877,0,3,0,84.38,0,2.00
UM100402,2023-06-16 00:00:00,Silver,Delhi,62,Other,Credit Card Partner,Offline,7,53630,7661.43,5363,2992,2026-02-05 00:00:00,7,3,Dormant,Lifestyle,f,t,t,2371,0,145,1,55.79,0,4.72
